Company_Name,ISIN,segment1,Type_Issue1,Sector,Total_No_Securities,Fresh_No_Securities,OFS_No_Securities,Issue_Open_Date,Issue_Close_Date,Times_subscribed,Face_Value,Premimum,Issue_Price,Issue_Size,Listing_Date,Anchor,QIB,Final_QIB,NII,RII,Market_Maker,Shareholder,Employee,Policy_Holders,Underwriter,Promoters_Contribution,Reservation_Portion,Net offer to public,Region,6(1) / (2),Industry_Raw,State1,Region1,Exchange,Designated_Exchange,Issue_Size_Bucket,Calender_Month,Calender_Year,Financial_Year
Kizi Apparels Limited,INE0RMR01013,SME,IPO,Private,2658000,2658000,0,2024-07-30 00:00:00,2024-08-01,141.32,10.0,11.0,21.0,5.58,2024-08-06,0.0,0.0,0.0,1002000.0,1518000.0,138000.0,0.0,0.0,0.0,0.0,0,138000.0,2520000.0,,,Aerospace & Defense,Rajasthan,Western,BSE,BSE SME,≥ 5crore - < 10crore,2024-08-31,2024,2024-25
Sathlokhar Synergys E&C Global Limited,INE0RFP01011,SME,IPO,Private,6638000,6638000,0,2024-07-30 00:00:00,2024-08-01,144.8,10.0,130.0,140.0,92.932,2024-08-06,1810000.0,1208000.0,3018000.0,906000.0,2114000.0,600000.0,0.0,0.0,0.0,0.0,0,600000.0,6038000.0,,,Civil Construction,Tamil Nadu,Southern,NSE,NSE,≥ 50 crore - < 100crore,2024-08-31,2024,2024-25
Rajputana Industries Limited,INE0PCU01012,SME,IPO,Private,6285000,6285000,0,2024-07-30 00:00:00,2024-08-01,392.75,10.0,28.0,38.0,23.883,2024-08-06,1611000.0,1074000.0,2685000.0,900000.0,2010000.0,360000.0,300000.0,30000.0,0.0,0.0,0,690000.0,5595000.0,,,"Aluminium, Copper & Zinc Products",Rajasthan,Western,NSE,NSE,≥ 10crore - < 50crore,2024-08-31,2024,2024-25
Bulkcorp International Limited,INE0SZ301012,SME,IPO,Private,1978800,1978800,0,2024-07-30 00:00:00,2024-08-01,247.9195,10.0,95.0,105.0,20.7774,2024-08-06,562800.0,375600.0,938400.0,282000.0,658800.0,99600.0,0.0,0.0,0.0,0.0,0,99600.0,1879200.0,,,Packaging,Gujarat,Western,NSE,NSE,≥ 10crore - < 50crore,2024-08-31,2024,2024-25
Akums Drugs and Pharmaceuticals Limited,INE09XN01023,Main Board,IPO,Private,27368143,10037708,17330435,2024-07-30 00:00:00,2024-08-01,64.64,2.0,677.0,679.0,1856.74,2024-08-06,12205912.0,8137327.0,20343239.0,4068647.0,2712431.0,0.0,0.0,243826.0,0.0,0.0,0,243826.0,27124317.0,,6(2),Pharmaceuticals,Delhi,Northern,NSE/BSE,NSE,≥ 500crore,2024-08-31,2024,2024-25
Ashapura Logistics Limited,INE0LAA01017,SME,IPO,Private,3657000,3657000,0,2024-07-30 00:00:00,2024-08-01,173.5376,10.0,134.0,144.0,52.6608,2024-08-06,1040000.0,696000.0,1736000.0,522000.0,1216000.0,183000.0,0.0,0.0,0.0,0.0,0,183000.0,3474000.0,,,Logistics Solution Provider,Gujarat,Western,NSE,NSE,≥ 50 crore - < 100crore,2024-08-31,2024,2024-25
Utssav CZ Gold Jewels Limited,INE06IJ01010,SME,IPO,Private,6318000,6318000,0,2024-07-31 00:00:00,2024-08-02,54.48,10.0,100.0,110.0,69.498,2024-08-07,1800000.0,1200000.0,3000000.0,900000.0,2100000.0,318000.0,0.0,0.0,0.0,0.0,0,318000.0,6000000.0,,,"Gems, Jewellery And Watches",Maharashtra,Western,NSE,NSE,≥ 50 crore - < 100crore,2024-08-31,2024,2024-25
Ceigall India Limited,INE0AG901020,Main Board,IPO,Private,31243701,17068861,14174840,2024-08-01 00:00:00,2024-08-05,15,5.0,396.0,401.0,1252.66,2024-08-08,9356581.0,6237721.0,15594302.0,4678291.0,10916012.0,0.0,0.0,55096.0,0.0,0.0,0,55096.0,31188605.0,,6(1),Civil Construction,Punjab,Northern,NSE/BSE,NSE,≥ 500crore,2024-08-31,2024,2024-25
Dhariwalcorp Limited,INE0YRN01017,SME,IPO,Private,2372400,2372400,0,2024-08-01 00:00:00,2024-08-05,194.91,10.0,96.0,106.0,25.14744,2024-08-08,660000.0,442800.0,1102800.0,348000.0,798000.0,123600.0,0.0,0.0,0.0,0.0,0,123600.0,2248800.0,,,Trading - Chemicals,Rajasthan,Western,NSE,NSE,≥ 10crore - < 50crore,2024-08-31,2024,2024-25
Ola Electric Mobility Limited,INE0LXG01040,Main Board,IPO,Private,808699624,723757627,84941997,2024-08-02 00:00:00,2024-08-06,4.86,10.0,66.0,76.0,6145.56,2024-08-09,363556135.0,242370758.0,605926893.0,121185378.0,80790252.0,0.0,0.0,797101.0,0.0,0.0,0,797101.0,807902523.0,,6(2),2/3 Wheelers,Karnataka,Southern,NSE/BSE,NSE,≥ 500crore,2024-08-31,2024,2024-25
Nandani Creation Limited,INE696V01013,Main Board,Right,Private,5327656,5327656,0,2024-07-12 00:00:00,2024-07-23,1.18,10.0,20.0,30.0,15.98,2024-08-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,,Garments & Apparels,Rajasthan,Western,NSE,NSE,≥ 10crore - < 50crore,2024-08-31,2024,2024-25
Bhandari Hosiery Exports Ltd.,INE474E01029,Main Board,Right,Private,76611591,76611591,0,2024-07-08 00:00:00,2024-07-22,1.02,1.0,5.26,6.26,47.958855965999994,2024-08-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,,Other Textile Products,Punjab,Northern,BSE & NSE,BSE,≥ 10crore - < 50crore,2024-08-31,2024,2024-25
Picturepost Studios Limited,INE0YAL01017,SME,IPO,Private,7800000,7800000,0,2024-08-02 00:00:00,2024-08-06,302.98,1.0,23.0,24.0,18.72,2024-08-09,2208000.0,1482000.0,3690000.0,1116000.0,2598000.0,396000.0,0.0,0.0,0.0,0.0,0,396000.0,7404000.0,,,Advertising & Media Agencies,Maharashtra,Western,NSE,NSE,≥ 10crore - < 50crore,2024-08-31,2024,2024-25
Afcom Holdings Limited,INE0OXY01013,SME,IPO,Private,6836400,6836400,0,2024-08-02 00:00:00,2024-08-06,300.03,10.0,98.0,108.0,73.83,2024-08-09,1896000.0,1338000.0,3234000.0,973200.0,2275200.0,354000.0,0.0,0.0,0.0,0.0,0,354000.0,6482400.0,,,2/3 Wheelers,Tamil Nadu,Southern,BSE,BSE SME,≥ 50 crore - < 100crore,2024-08-31,2024,2024-25
MITCON Consultancy & Engineering Services Limited,INE828O01033,Main Board,Right,Private,4241321,4241321,0,2024-06-28 00:00:00,2024-07-26,2.82,10.0,66.0,76.0,32.23,2024-08-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,,Consulting Services,Maharashtra,Western,NSE,NSE,≥ 10crore - < 50crore,2024-08-31,2024,2024-25
Unicommerce Esolutions Limited,INE00U401027,Main Board,IPO,Private,25608512,0,25608512,2024-08-06 00:00:00,2024-08-08,176.63,1.0,107.0,108.0,276.5719296,2024-08-13,11523831.0,7682554.0,19206385.0,3841276.0,2560851.0,0.0,0.0,0.0,0.0,0.0,0,0.0,25608512.0,,6(2),Software Products,Delhi,Northern,NSE/BSE,NSE,≥ 100 crore - < 500crore,2024-08-31,2024,2024-25
Brainbees Solutions Limited,INE02RE01045,Main Board,IPO,Private,90194432,35834699,54359733,2024-08-06 00:00:00,2024-08-08,12.51,2.0,463.0,465.0,4193.73,2024-08-13,40555428.0,27036953.0,67592381.0,13518476.0,9012317.0,0.0,0.0,71258.0,0.0,0.0,0,71258.0,90123174.0,,6(2),E-Retail/ E-Commerce,Maharashtra,Western,NSE/BSE,NSE,≥ 500crore,2024-08-31,2024,2024-25
Aesthetik Engineers Limited,INE0TSF01011,SME,IPO,Private,4564000,4564000,0,2024-08-08 00:00:00,2024-08-12,706.53,10.0,48.0,58.0,26.4712,2024-08-16,1296000.0,866000.0,2162000.0,652000.0,1518000.0,232000.0,0.0,0.0,0.0,0.0,0,232000.0,4332000.0,,,Civil Construction,West Bengal,Eastern,NSE,NSE,≥ 10crore - < 50crore,2024-08-31,2024,2024-25
Saraswati Saree Depot Limited,INE0PQ101010,Main Board,IPO,Private,10000800,6499800,3501000,2024-08-12 00:00:00,2024-08-14,114.98,10.0,150.0,160.0,160.0128,2024-08-20,0.0,5000400.0,5000400.0,1500120.0,3500280.0,0.0,0.0,0.0,0.0,0.0,0,0.0,10000800.0,,6(1),Garments & Apparels,Maharashtra,Western,NSE/BSE,NSE,≥ 100 crore - < 500crore,2024-08-31,2024,2024-25
Positron Energy Limited,INE0S3H01017,SME,IPO,Private,2048400,2048400,0,2024-08-12 00:00:00,2024-08-14,415.62,10.0,240.0,250.0,51.21,2024-08-20,583200.0,388800.0,972000.0,292200.0,681600.0,102600.0,0.0,0.0,0.0,0.0,0,102600.0,1945800.0,,,Diversified Commercial Services,Gujarat,Western,NSE,NSE,≥ 50 crore - < 100crore,2024-08-31,2024,2024-25
Sunlite Recycling Industries Limited,INE0U2N01013,SME,IPO,Private,2880000,2880000,0,2024-08-12 00:00:00,2024-08-14,276.17,10.0,95.0,105.0,30.24,2024-08-20,818400.0,546000.0,1364400.0,410400.0,956400.0,148800.0,0.0,0.0,0.0,0.0,0,148800.0,2731200.0,,,"Aluminium, Copper & Zinc Products",Gujarat,Western,NSE,NSE,≥ 10crore - < 50crore,2024-08-31,2024,2024-25
Sharat Industries Ltd.,INE220Z01013,Main Board,Right,Private,15543125,15543125,0,2024-07-24 00:00:00,2024-08-07,2.13,2.5,28.5,31.0,48.1836875,2024-08-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,,Seafood,Andaman and Nicobar Islands,Bay of Bengal,BSE,BSE,≥ 10crore - < 50crore,2024-08-31,2024,2024-25
Sharat Industries Ltd.,INE220Z01013,Main Board,Right,Private,15543125,15543125,0,2024-07-24 00:00:00,2024-08-07,2.13,2.5,28.5,31.0,48.1836875,2024-08-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,,Seafood,Andhra Pradesh,Southern,BSE,BSE,≥ 10crore - < 50crore,2024-08-31,2024,2024-25
Suraj Industries Limited.,INE170U01011,Main Board,Right,Private,2997375,2997375,0,2024-07-22 00:00:00,2024-08-05,1.78,5.0,60.0,65.0,19.4829375,2024-08-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,,Edible Oil,Himachal Pradesh,Northern,BSE,BSE,≥ 10crore - < 50crore,2024-08-31,2024,2024-25
Indowind Energy Ltd.,INE227G01018,Main Board,Right,Private,21466956,21466956,0,2024-07-26 00:00:00,2024-08-05,1.58,10.0,12.5,22.5,48.300651,2024-08-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,,Power Generation,Tamil Nadu,Southern,BSE & NSE,BSE,≥ 10crore - < 50crore,2024-08-31,2024,2024-25
BROACH LIFECARE HOSPITAL LIMITED,INE0SFZ01018,SME,IPO,Private,1608000,1608000,0,2024-08-13 00:00:00,2024-08-16,151.47,10.0,15.0,25.0,4.02,2024-08-21,0.0,0.0,0.0,444000.0,1080000.0,84000.0,0.0,0.0,0.0,0.0,0,84000.0,1524000.0,,,Speciality Retail,Gujarat,Western,BSE,BSE SME,< 5 crore,2024-08-31,2024,2024-25
SPRIGHT AGRO LIMITED,INE179O01031,Main Board,Right,Private,33484611,33484611,0,2024-06-24 00:00:00,2024-07-12,1,1.0,12.4,13.4,44.86937874,2024-08-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,,Trading & Distributors,Gujarat,Western,BSE,BSE,≥ 10crore - < 50crore,2024-08-31,2024,2024-25
Solve Plastic Products Limited,INE0U0201016,SME,IPO,Private,1302000,1302000,0,2024-08-13 00:00:00,2024-08-16,48.69,10.0,81.0,91.0,11.8482,2024-08-21,0.0,0.0,0.0,357600.0,878400.0,66000.0,0.0,0.0,0.0,0.0,0,66000.0,1236000.0,,,Plastic Products - Industrial,Kerala,Southern,NSE,NSE,≥ 10crore - < 50crore,2024-08-31,2024,2024-25
Forcas Studio Limited,INE0U2501017,SME,IPO,Private,4680000,4680000,0,2024-08-19 00:00:00,2024-08-21,389.83,10.0,70.0,80.0,37.44,2024-08-26,1331200.0,889600.0,2220800.0,667200.0,1556800.0,235200.0,0.0,0.0,0.0,0.0,0,235200.0,4444800.0,,,Garments & Apparels,West Bengal,Eastern,NSE,NSE,≥ 10crore - < 50crore,2024-08-31,2024,2024-25
Interarch Building Products Limited,INE00M901018,Main Board,IPO,Private,6672169,2224539,4447630,2024-08-19 00:00:00,2024-08-21,97.26,10.0,890.0,900.0,600.29,2024-08-26,1994288.0,1329526.0,3323814.0,997145.0,2326671.0,0.0,0.0,24539.0,0.0,0.0,0,24539.0,6647630.0,,6(1),Civil Construction,Delhi,Northern,NSE/BSE,NSE,≥ 500crore,2024-08-31,2024,2024-25
Lesha Industries Limited,INE050L01048,Main Board,Right,Private,174516545,174516545,0,2024-07-22 00:00:00,2024-08-05,1,1.0,1.7999999999999998,2.8,48.86463259999999,2024-08-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,,Trading & Distributors,Gujarat,Western,BSE,BSE,≥ 10crore - < 50crore,2024-08-31,2024,2024-25
Brace Port Logistics Limited,INE0R4Z01018,SME,IPO,Private,3051200,3051200,0,2024-08-19 00:00:00,2024-08-21,650.29,10.0,70.0,80.0,24.4096,2024-08-26,537600.0,358400.0,896000.0,800000.0,1200000.0,155200.0,0.0,0.0,0.0,0.0,0,155200.0,2896000.0,,,Logistics Solution Provider,Delhi,Northern,NSE,NSE,≥ 10crore - < 50crore,2024-08-31,2024,2024-25
Orient Technologies Limited,INE0PPK01015,Main Board,IPO,Private,10425242,5825242,4600000,2024-08-21 00:00:00,2024-08-23,163.45,10.0,196.0,206.0,214.7599852,2024-08-28,3127572.0,2085048.0,5212620.0,1563787.0,3648835.0,0.0,0.0,0.0,0.0,0.0,0,0.0,10425242.0,,6(1),IT Enabled Services,Maharashtra,Western,NSE/BSE,BSE,≥ 100 crore - < 500crore,2024-08-31,2024,2024-25
Ideal Technoplast Industries Limited,INE0T9I01011,SME,IPO,Private,1325000,1325000,0,2024-08-21 00:00:00,2024-08-23,124.67,10.0,111.0,121.0,16.0325,2024-08-28,0.0,0.0,0.0,609000.0,649000.0,67000.0,0.0,0.0,0.0,0.0,0,67000.0,1258000.0,,,Packaging,Gujarat,Western,NSE,NSE,≥ 10crore - < 50crore,2024-08-31,2024,2024-25
QVC Exports Limited,INE0KZF01015,SME,IPO,Private,2798400,2049600,748800,2024-08-21 00:00:00,2024-08-23,525.85,10.0,76.0,86.0,24.06624,2024-08-28,0.0,0.0,0.0,1328000.0,1329600.0,140800.0,0.0,0.0,0.0,0.0,0,140800.0,2657600.0,,,Ferro & Silica Manganese,West Bengal,Eastern,NSE,NSE,≥ 10crore - < 50crore,2024-08-31,2024,2024-25
Resourceful Automobile Limited,INE0SK201011,SME,IPO,Private,1024800,1024800,0,2024-08-22 00:00:00,2024-08-26,465.12,10.0,107.0,117.0,12.0,2024-08-29,0.0,0.0,0.0,397200.0,576000.0,51600.0,0.0,0.0,0.0,0.0,0,51600.0,973200.0,,,IT Enabled Services,Delhi,Northern,BSE,BSE SME,≥ 10crore - < 50crore,2024-08-31,2024,2024-25
TATA CONSUMER PRODUCTS LIMITED,INE192A01025,Main Board,Right,Private,36568731,36568731,0,2024-08-05 00:00:00,2024-08-19,1.58,1.0,817.0,818.0,2991.3221958,2024-08-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,,Tea & Coffee,West Bengal,Eastern,BSE & NSE,NSE,≥ 500crore,2024-08-31,2024,2024-25
RAPID MULTIMODAL LOGISTICS LIMITED,INE0QA901010,SME,IPO,Private,1011200,1011200,0,2024-08-22 00:00:00,2024-08-27,368.1,10.0,74.0,84.0,8.49,2024-08-30,0.0,0.0,0.0,480000.0,480000.0,51200.0,0.0,0.0,0.0,0.0,0,51200.0,960000.0,,,Auto -Dealer,Tamil Nadu,Southern,BSE,BSE SME,≥ 5crore - < 10crore,2024-08-31,2024,2024-25
INVENTURE GROWTH & SECURITIES LIMITED,INE878H01024,Main Board,Right,Private,210000000,210000000,0,2024-07-15 00:00:00,2024-08-13,1.16,1.0,1.33,2.33,48.93,2024-08-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,,Stockbroking & Allied,Maharashtra,Western,BSE & NSE,BSE,≥ 10crore - < 50crore,2024-08-31,2024,2024-25
SHRYDUS INDUSTRIES LIMITED,INE488C01015,Main Board,Right,Private,20008810,20008810,0,2024-08-05 00:00:00,2024-08-19,0.9601999999999999,10.0,8.0,18.0,36.02,2024-09-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,,Financial Services,West Bengal,Eastern,BSE,BSE,≥ 10crore - < 50crore,2024-09-30,2024,2024-25
GACM Technologies Limited,INE224E01036,Main Board,Right,Private,59109227,59109227,0,2024-12-31 00:00:00,2024-08-14,1.52,1.0,0.0,1.0,5.91,2024-09-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,,Other Financial Services,Telangana,Southern,NSE/BSE,BSE,≥ 5crore - < 10crore,2024-09-30,2024,2024-25
GACM Technologies Ltd.,INE224E01036,Main Board,Right,Private,340287057,340287057,0,2024-07-31 00:00:00,2024-08-14,1.11,1.0,0.0,1.0,34.03,2024-09-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,,Other Financial Services,Telangana,Southern,NSE/BSE,BSE,≥ 10crore - < 50crore,2024-09-30,2024,2024-25
Jay Bee Laminations Limited,INE0SMY01017,SME,IPO,Private,6093000,4570000,1523000,2024-08-27 00:00:00,2024-08-29,123.91,10.0,136.0,146.0,88.96,2024-09-03,1710000.0,1140000.0,2850000.0,872000.0,2066000.0,305000.0,0.0,0.0,0.0,0.0,0,305000.0,5788000.0,,,Iron & Steel Products,Delhi,Northern,NSE,NSE,≥ 50 crore - < 100crore,2024-09-30,2024,2024-25
Indian Phosphate Limited,INE0DHF01018,SME,IPO,Private,6804000,6804000,0,2024-08-26 00:00:00,2024-08-29,282.2,10.0,89.0,99.0,67.36,2024-09-03,1928400.0,1286400.0,3214800.0,964800.0,2251200.0,373200.0,0.0,0.0,0.0,0.0,0,373200.0,6430800.0,,,Specialty Chemicals,Rajasthan,Western,NSE,NSE,≥ 50 crore - < 100crore,2024-09-30,2024,2024-25
Premier Energies Limited,INE0BS701011,Main Board,IPO,Private,62909200,28709200,34200000,2024-08-27 00:00:00,2024-08-29,75.31,1.0,449.0,450.0,2830.4,2024-09-03,18802666.0,12535111.0,31337777.0,9401334.0,21936445.0,0.0,0.0,233644.0,0.0,0.0,0,233644.0,62675556.0,,6(1),Other Electrical Equipment,Telangana,Southern,NSE/BSE,BSE,≥ 500crore,2024-09-30,2024,2024-25
Vdeal System Limited,INE0U2M01015,SME,IPO,Private,1614000,1614000,0,2024-08-27 00:00:00,2024-08-29,78.93,10.0,102.0,112.0,18.0768,2024-09-03,0.0,0.0,0.0,664800.0,867600.0,81600.0,0.0,0.0,0.0,0.0,0,81600.0,1532400.0,,,Other Electrical Equipment,,,NSE,NSE,≥ 10crore - < 50crore,2024-09-30,2024,2024-25
Paramatrix Technologies Limited,INE0S2W01018,SME,IPO,Private,3076800,2758800,318000,2024-08-27 00:00:00,2024-08-30,15.48,10.0,100.0,110.0,33.8448,2024-09-04,0.0,0.0,0.0,910800.0,2010000.0,156000.0,0.0,0.0,0.0,0.0,0,156000.0,2920800.0,,,Computers - Software & Consulting,Maharashtra,Western,NSE,NSE,≥ 10crore - < 50crore,2024-09-30,2024,2024-25
Aeron Composite Limited,INE0WL801011,SME,IPO,Private,4488000,4488000,0,2024-08-28 00:00:00,2024-08-30,41.06,10.0,115.0,125.0,56.1,2024-09-04,1214000.0,852000.0,2066000.0,621000.0,1448000.0,228000.0,0.0,125000.0,0.0,0.0,0,353000.0,4135000.0,,,Other Industrial Products,Gujarat,Western,NSE,NSE,≥ 50 crore - < 100crore,2024-09-30,2024,2024-25
Ecos (India) Mobility & Hospitality Limited,INE06HJ01020,Main Board,IPO,Private,18000000,0,18000000,2024-08-28 00:00:00,2024-08-30,66.89,2.0,332.0,334.0,601.2,2024-09-04,5400000.0,3600000.0,9000000.0,2700000.0,6300000.0,0.0,0.0,0.0,0.0,0.0,0,0.0,18000000.0,,6(1),Road Transport,Delhi,Northern,NSE/BSE,NSE,≥ 500crore,2024-09-30,2024,2024-25
Travels & rentals Limited,INE0SG001011,SME,IPO,Private,3060000,3060000,0,2024-08-29 00:00:00,2024-09-02,622.75,10.0,30.0,40.0,12.24,2024-09-05,0.0,0.0,0.0,1452000.0,1455000.0,153000.0,0.0,0.0,0.0,0.0,0,153000.0,2907000.0,,,"Tour, Travel Related Services",West Bengal,Eastern,BSE,BSE,≥ 10crore - < 50crore,2024-09-30,2024,2024-25
Nirman Agri Genetics Limited,INE0OK701014,SME,Right,Private,2048876,2048876,0,2024-08-05 00:00:00,2024-08-23,1.36,10.0,229.0,239.0,48.97,2024-09-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,,Other Agricultural Products,Maharashtra,Western,NSE,NSE,≥ 10crore - < 50crore,2024-09-30,2024,2024-25
Boss Packaging Solutions Limited,INE0QNI01012,SME,IPO,Private,1274000,1274000,0,2024-08-30 00:00:00,2024-09-03,128.2261,10.0,56.0,66.0,8.41,2024-09-06,0.0,0.0,0.0,468000.0,740000.0,66000.0,0.0,0.0,0.0,0.0,0,66000.0,1208000.0,,,Industrial Products,Gujarat,Western,NSE,NSE,≥ 5crore - < 10crore,2024-09-30,2024,2024-25
Baazar Style Retail Limited,INE01FR01028,Main Board,IPO,Private,21458707,3806387,17652320,2024-08-30 00:00:00,2024-09-03,42.69,5.0,384.0,389.0,834.68,2024-09-06,6429372.0,4290196.0,10719568.0,3215871.0,7503698.0,0.0,0.0,19570.0,0.0,0.0,0,19570.0,21439137.0,,6(1),Speciality Retail,West Bengal,Eastern,NSE/BSE,BSE,≥ 500crore,2024-09-30,2024,2024-25
Luharuka Media & Infra Limited,INE195E01020,Main Board,Right,Private,93720000,93720000,0,2024-08-14 00:00:00,2024-08-28,0.048,1.0,2.0,3.0,28.12,2024-09-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,,Realty,Maharashtra,Western,BSE,BSE,≥ 10crore - < 50crore,2024-09-30,2024,2024-25
Jeyyam Global Foods Limited,INE0RXB01022,SME,IPO,Private,13432000,12088800,1343200,2024-09-02 00:00:00,2024-09-04,12.86,5.0,56.0,61.0,81.94,2024-09-09,3776000.0,2604000.0,6380000.0,1914000.0,4466000.0,672000.0,0.0,0.0,0.0,0.0,0,672000.0,12760000.0,,,Other Food Products,,,NSE,NSE,≥ 50 crore - < 100crore,2024-09-30,2024,2024-25
Gala Precision Engineering Limited,INE0RE001014,Main Board,IPO,Private,3174416,2558416,616000,2024-09-02 00:00:00,2024-09-04,218.8,10.0,519.0,529.0,167.93,2024-09-09,950586.0,633724.0,1584310.0,475293.0,1109017.0,0.0,0.0,5796.0,0.0,0.0,0,5796.0,3168620.0,,6(1),Industrial Products,Maharashtra,Western,NSE/BSE,BSE,≥ 100 crore - < 500crore,2024-09-30,2024,2024-25
Naturewings Holidays Limited,INE0N4701016,SME,IPO,Private,950400,950400,0,2024-09-03 00:00:00,2024-09-05,435.15,10.0,64.0,74.0,7.03,2024-09-10,0.0,0.0,0.0,326400.0,576000.0,48000.0,0.0,0.0,0.0,0.0,0,48000.0,902400.0,,,"Tour, Travel Related Services",West Bengal,Eastern,BSE,BSE,≥ 5crore - < 10crore,2024-09-30,2024,2024-25
MACH CONFERENCES AND EVENTS LIMITED,INE0UYT01018,SME,IPO,Private,5568000,2229000,3339000,2024-09-04 00:00:00,2024-09-06,192.31,10.0,215.0,225.0,125.28,2024-09-11,1578000.0,1053600.0,2631600.0,791400.0,1845000.0,300000.0,0.0,0.0,0.0,0.0,0,300000.0,5268000.0,,,Other Consumer Services,Delhi,Northern,BSE,BSE,≥ 100 crore - < 500crore,2024-09-30,2024,2024-25
Namo eWaste Management Limited,INE08NZ01012,SME,IPO,Private,6024000,6024000,0,2024-09-04 00:00:00,2024-09-06,242.31,10.0,75.0,85.0,51.2,2024-09-11,1715200.0,1144000.0,2859200.0,859200.0,2003200.0,302400.0,0.0,0.0,0.0,0.0,0,302400.0,5721600.0,,,Waste Management,Delhi,Northern,NSE,NSE,≥ 50 crore - < 100crore,2024-09-30,2024,2024-25
Shree Tirupati Balajee Agro Trading Company Limited,INE0S2G01011,Main Board,IPO,Private,20440000,14750000,5690000,2024-09-05 00:00:00,2024-09-09,132.7,10.0,73.0,83.0,169.65,2024-09-12,6132000.0,4088000.0,10220000.0,3066000.0,7154000.0,0.0,0.0,0.0,0.0,0.0,0,0.0,20440000.0,,6(1),Packaging,Madhya Pradesh,Central,NSE/BSE,NSE,≥ 100 crore - < 500crore,2024-09-30,2024,2024-25
My Mudra Fincorp Limited,INE0RVQ01016,SME,IPO,Private,3024000,3024000,0,2024-09-05 00:00:00,2024-09-09,116.39,10.0,100.0,110.0,33.26,2024-09-12,859200.0,574800.0,1434000.0,430800.0,1005600.0,153600.0,0.0,0.0,0.0,0.0,0,153600.0,2870400.0,,,Other Financial Services,Delhi,Northern,NSE,NSE,≥ 10crore - < 50crore,2024-09-30,2024,2024-25
Vision Infra Equipment Solutions Limited,INE0TR001017,SME,IPO,Private,6516000,6516000,0,2024-09-06 00:00:00,2024-09-10,66.93,10.0,153.0,163.0,106.21,2024-09-13,1853600.0,1236000.0,3089600.0,927200.0,2163200.0,336000.0,0.0,0.0,0.0,0.0,0,336000.0,6180000.0,,,Diversified Commercial Services,Maharashtra,Western,NSE,NSE,≥ 100 crore - < 500crore,2024-09-30,2024,2024-25
Bajaj Housing Finance Limited,INE377Y01014,Main Board,IPO,Private,937142856,508571428,428571428,2024-09-09 00:00:00,2024-09-11,67.88,10.0,60.0,70.0,6560.0,2024-09-16,251142856.0,167428572.0,418571428.0,125571429.0,293000000.0,0.0,77931463.0,22068536.0,0.0,0.0,0,99999999.0,837142857.0,,6(1),Housing Finance Company,Maharashtra,Western,NSE/BSE,NSE,≥ 500crore,2024-09-30,2024,2024-25
Share Samadhan Limited,INE0LY301010,SME,IPO,Private,3251200,3251200,0,2024-09-09 00:00:00,2024-09-11,18.4,10.0,64.0,74.0,24.06,2024-09-16,923200.0,619200.0,1542400.0,464000.0,1081600.0,163200.0,0.0,0.0,0.0,0.0,0,163200.0,3088000.0,,,Other Financial Services,Delhi,Northern,BSE,BSE,≥ 10crore - < 50crore,2024-09-30,2024,2024-25
Tolins Tyres Limited,INE0RWQ01014,Main Board,IPO,Private,10176991,8849559,1327432,2024-09-09 00:00:00,2024-09-11,28.74,5.0,221.0,226.0,230.0,2024-09-16,3053097.0,2035398.0,5088495.0,1526549.0,3561947.0,0.0,0.0,0.0,0.0,0.0,0,0.0,10176991.0,,6(1),Tyres & Rubber Products,Kerala,Southern,NSE/BSE,BSE,≥ 100 crore - < 500crore,2024-09-30,2024,2024-25
