Month,USA (S&P500),India (Nifty),China,Brazil,UK,France,Germany,Japan,Hong Kong,S Korea,Singapore,Russia,S Africa
29/08/2008,1282.83,4360,2391.64,55680.41,5636.6,4482.6,6422.3,13072.87,21261.89,1474.24,2739.95,1348.92,27702.06
31/07/2008,1267.38,4332.95,2805.21,59505.17,5411.9,4392.36,6479.56,13376.81,22731.1,1594.67,2929.65,1495.33,27719.67
30/06/2008,1280,4040.55,2791.82,65017.58,5625.9,4434.85,6418.32,13481.38,22102.01,1674.92,2947.54,1753.67,30413.43
30/05/2008,1400.38,4870.1,3611.33,72592.5,6053.5,5014.28,7096.79,14338.54,24533.12,1852.02,3192.62,1925.24,31841.27
30/04/2008,1385.59,5165.9,3959.12,67868.46,6087.3,4996.54,6948.82,13849.99,25755.35,1825.47,3147.79,1667.35,30743.49
31/03/2008,1322.7,4734.5,3790.53,60968.07,5702.1,4707.07,6534.97,12525.54,22849.2,1703.99,3007.36,1628.43,29587.51
29/02/2008,1330.63,5223.5,4674.55,63489.3,5884.3,4790.66,6748.13,13603.02,24331.67,1711.62,3026.45,1660.42,30673.74
31/01/2008,1378.55,5137.45,4620.4,59490.4,5879.8,4869.79,6851.75,13592.47,23455.74,1624.68,2981.75,1574.33,27317.14
31/12/2007,1468.36,6138.6,5338.28,63886.1,6456.9,5614.08,8067.32,15307.78,27812.65,1897.13,3465.63,1888.86,28957.97
30/11/2007,1481.14,5762.75,4737.41,63006.16,6432.5,5670.57,7870.52,15680.67,28643.61,1906,3496.4,1850.64,30307.8
31/10/2007,1549.38,5900.65,5688.54,65317.7,6721.6,5847.95,8019.22,16737.63,31352.58,2064.85,3763.57,1874.73,31334.99
28/09/2007,1526.75,5021.35,5580.81,60465.06,6466.8,5715.69,7861.51,16785.69,27142.47,1946.48,3645.41,1759.44,29959.19
31/08/2007,1473.99,4464,5296.81,54637.24,6303.3,5662.7,7638.17,16569.09,23984.14,1873.24,3328.43,1677.02,28660.35
31/07/2007,1455.28,4528.85,4460.56,54182.5,6360.1,5751.08,7584.14,17248.89,23184.94,1933.27,3481.02,1734.42,28561.81
29/06/2007,1503.35,4318.3,3764.08,54392.06,6607.9,6054.93,8007.32,18138.36,21772.73,1743.6,3475.89,1665.96,28337.22
31/05/2007,1530.62,4295.8,3927.95,52268.46,6621.4,6104,7883.04,17875.75,20634.47,1700.91,3441.3,1570.34,28627.79
30/04/2007,1482.37,4087.9,3558.71,48956.39,6449.2,5960.04,7408.87,17400.41,20318.98,1542.24,3285.74,1697.28,28170.6
30/03/2007,1420.86,3821.55,2781.78,45804.66,6308,5634.16,6917.03,17287.65,19800.93,1452.55,3160.93,1698.08,27267.24
28/02/2007,1406.82,3745.3,2544.57,43892.31,6171.5,5516.32,6715.44,17604.12,19651.51,1417.34,3034.42,1655.25,25795.99
31/01/2007,1438.24,4082.7,2385.34,44641.6,6203.1,5608.31,6789.11,17383.42,20106.42,1360.23,3044.22,1656.94,25447.73
29/12/2006,1418.3,3966.4,2041.05,44473.71,6220.8,5541.76,6596.92,17225.83,19964.72,1434.46,2918.63,1693.47,24915.2
30/11/2006,1400.63,3954.5,1714.36,41931.84,6048.8,5327.64,6309.19,16274.33,18960.48,1432.21,2769.39,1550.58,23949.95
31/10/2006,1377.94,3744.1,1464.47,39262.79,6129.2,5348.73,6268.92,16399.39,18324.35,1364.55,2646.35,1426.86,23338.16
29/09/2006,1335.85,3588.4,1403.27,36449.4,5960.8,5250.01,6004.33,16127.58,17543.05,1371.41,2523.04,1367.24,22374.58
31/08/2006,1303.82,3413.9,1338.69,36232.22,5906.1,5165.04,5859.57,16140.76,17392.27,1352.74,2452.51,1448.72,21953.8
31/07/2006,1276.66,3143.2,1294.33,37077.12,5928.3,5009.42,5681.97,15456.81,16971.34,1297.82,2401.78,1380.24,20885.57
30/06/2006,1270.2,3128.2,1393.96,36630.66,5833.4,4965.96,5683.31,15505.18,16267.62,1295.15,2398.37,1331.39,21237.87
31/05/2006,1270.09,3071.05,1365.45,36530.04,5723.8,4930.18,5692.86,15467.33,15857.89,1317.7,2338.05,1281.5,20565.46
28/04/2006,1310.61,3557.6,1172.35,40363.42,6023.1,5188.4,6009.89,16906.23,16661.3,1419.73,2548.35,1486.85,21135.51
31/03/2006,1294.83,3402.55,1061.09,37951.97,5964.6,5220.85,5970.08,17059.66,15805.04,1359.6,2465.83,1299.19,20351.74
28/02/2006,1280.66,3074.7,1053.01,38610.39,5791.5,5000.45,5796.04,16205.43,15918.48,1371.59,2416.92,1320.83,19085.35
31/01/2006,1280.09,3001.1,1009.6,38382.8,5760.3,4947.99,5674.15,16649.82,15753.14,1399.83,2348.89,1171.44,19745.16
30/12/2005,1248.29,2836.55,923.45,33455.94,5618.8,4715.23,5408.26,16111.43,14876.43,1379.37,2280.77,1011,18096.54
30/11/2005,1249.48,2652.25,873.83,31916.76,5423.2,4567.41,5193.4,14872.15,14937.14,1297.44,2224.59,944.55,16774.54
31/10/2005,1207.01,2370.95,876.28,30193.51,5317.3,4436.45,4929.07,13606.5,14386.37,1158.11,2143.37,842.52,16433.1
30/09/2005,1228.81,2601.4,917.39,31583.79,5477.7,4600.02,5044.12,13574.3,15428.52,1221.01,2226.77,892.5,16875.65
31/08/2005,1220.33,2384.65,927.92,28044.83,5296.9,4399.36,4829.69,12413.6,14903.55,1083.33,2220.25,784.28,15414.01
29/07/2005,1234.18,2312.3,888.16,26042.36,5282.3,4451.74,4886.5,11899.6,14880.98,1111.29,2288.43,700.65,15143.64
30/06/2005,1191.33,2220.6,878.69,25051.21,5113.2,4229.35,4586.28,11584.01,14201.06,1008.16,2161.29,639.98,14154.73
31/05/2005,1191.5,2087.55,855.95,25207.07,4964,4120.73,4460.63,11276.59,13867.07,970.21,2081.82,603.89,13787.02
29/04/2005,1156.85,1902.5,932.4,24843.7,4801.7,3911.71,4184.84,11008.9,13908.97,911.3,2043.91,593.88,12555.96
31/03/2005,1180.59,2035.65,942.2,26610.65,4894.4,4067.78,4348.77,11668.95,13516.88,965.68,2056.57,598.04,13298.58
28/02/2005,1203.6,2103.25,1039.99,28139.13,4968.5,4027.16,4350.49,11740.6,14195.35,1011.36,2033.93,635.38,13476.59
31/01/2005,1181.27,2057.6,954.88,24350.62,4852.3,3913.69,4254.85,11387.59,13721.69,932.7,2018.02,575.74,12798.55
31/12/2004,1211.92,2080.5,1000,26196.25,4814.3,3821.16,4256.08,11488.76,14230.14,895.92,1999.9,552.22,12656.86
30/11/2004,1173.82,1958.8,1062.81,25128.33,4703.2,3753.75,4126,10899.25,14060.05,878.06,1943.65,570.76,12490.79
29/10/2004,1130.2,1786.9,1050.3,23052.18,4624.2,3706.82,3960.25,10771.42,13054.66,834.84,1903.65,632.97,11655.31
30/09/2004,1114.58,1745.5,1109.32,23245.24,4570.8,3640.61,3892.9,10823.57,13120.03,835.09,1908.56,611.03,11761
31/08/2004,1104.24,1631.75,1055.97,22803.19,4459.3,3594.28,3785.21,11081.79,12850.28,803.57,1847.58,549.28,11160.44
30/07/2004,1101.72,1632.3,1088.68,22336.87,4413.1,3647.1,3895.61,11325.78,12238.03,735.34,1834.49,502.81,10305.89
30/06/2004,1140.84,1505.6,1078.48,21148.91,4464.1,3732.99,4052.73,11858.87,12285.75,785.79,1786.41,534.84,10108.61
31/05/2004,1120.68,1483.6,1206.84,19544.67,4430.7,3669.63,3921.41,11236.37,12198.24,803.84,1740.26,535.4,10413.81
30/04/2004,1107.31,1796.1,1239.72,19607.23,4489.7,3674.28,3985.21,11761.79,11942.96,862.84,1794.17,561.78,10385.8
31/03/2004,1126.21,1771.9,1384.95,22142.26,4385.7,3625.23,3856.7,11715.39,12681.67,880.5,1807.96,644.64,10692.56
27/02/2004,1144.94,1800.3,1351.61,21755.02,4492.2,3725.44,4018.16,11041.92,13907.03,883.42,1848.66,591.09,10895.86
30/01/2004,1131.13,1809.75,1281.33,21851.44,4390.7,3638.44,4058.6,10783.61,13289.37,848.5,1813.24,551.72,10849.25
31/12/2003,1111.92,1879.75,1194.74,22236.39,4476.9,3557.9,3965.16,10676.64,12575.94,810.71,1730.38,514.71,10387.22
28/11/2003,1058.2,1615.25,1142.97,20183.97,4342.6,3424.79,3745.95,10100.57,12317.47,796.18,1681.97,484.73,9729.6
31/10/2003,1050.71,1555.9,1111.62,17982.49,4287.6,3373.2,3655.99,10559.59,12190.1,782.36,1706.95,468.85,9765.3
30/09/2003,995.97,1417.1,1127.14,16010.67,4091.3,3134.99,3256.78,10219.05,11229.87,697.52,1606.03,515.15,8925.69
29/08/2003,1008.01,1356.55,1178.57,15174.49,4161.1,3311.42,3484.58,10343.55,10908.99,759.47,1583.07,484,9226.2
31/07/2003,990.31,1185.85,1222.74,13571.73,4157,3210.27,3487.86,9563.21,10134.83,713.52,1533.69,430.3,8809.63
30/06/2003,974.5,1134.15,1214.55,12972.58,4031.2,3084.1,3220.58,9083.11,9577.12,669.93,1425.24,455.44,8352.2
30/05/2003,963.59,1006.8,1300.87,13421.6,4048.1,2991.75,2982.68,8424.51,9487.38,633.42,1324.56,421.08,8564.33
30/04/2003,916.92,934.05,1239.95,12556.7,3926,2953.67,2942.04,7831.42,8717.22,599.35,1251.6,369.77,7510.4
31/03/2003,848.18,978.2,1215.17,11273.63,3613.3,2618.46,2423.87,7972.71,8634.45,535.7,1235.25,325.56,7679.88
28/02/2003,841.15,1063.4,1213.86,10280.61,3655.6,2754.07,2547.05,8363.04,9122.66,575.43,1236.36,341.52,8402.09
31/01/2003,855.7,1041.85,1207.6,10941.09,3567.4,2937.88,2747.83,8339.94,9258.95,591.86,1253.98,307.78,8798.35
31/12/2002,879.82,1093.5,1103.64,11268.47,3940.4,3063.91,2892.63,8578.95,9321.29,627.55,1302.85,318.91,9277.22
29/11/2002,936.31,1050.15,1164.62,10508.81,4169.4,3326.65,3320.32,9215.56,10069.87,724.8,1363.61,321.41,9563.74
31/10/2002,885.76,951.4,1225.34,10167.71,4039.7,3150.04,3152.85,8640.48,9441.25,658.92,1434.92,311.39,9376.23
30/09/2002,815.28,963.15,1285.65,8622.54,3721.8,2777.45,2769.03,9383.29,9072.21,646.42,1319.73,289.96,9465.33
30/08/2002,916.07,1010.6,1361.3,10382.2,4227.3,3366.21,3712.94,9619.3,10043.87,736.4,1471.32,292.23,9677.26
31/07/2002,911.62,958.9,1358.16,9762.59,4246.2,3415.38,3700.14,9877.94,10267.36,717.99,1500.56,281.8,9239.02
28/06/2002,989.81,1057.8,1431.18,11139.16,4656.4,3897.99,4382.56,10621.84,10598.55,742.72,1542.2,304.18,10657.73
31/05/2002,1067.14,1028.8,1238.58,12861.43,5085.1,4274.64,4818.3,11763.7,11301.94,796.4,1669.29,333.61,11185.02
30/04/2002,1076.92,1084.5,1353.61,13085.12,5165.6,4462.74,5041.2,11492.54,11497.58,842.34,1729.9,342.17,10992.12
29/03/2002,1147.39,1129.55,1313.47,13254.55,5271.8,4688.02,5397.29,11024.94,11032.92,895.58,1821.21,302.96,10999.48
28/02/2002,1106.73,1142.05,1244.6,14033.29,5101,4462.99,5039.08,10587.83,10482.55,819.99,1723.43,262.65,10859.72
31/01/2002,1130.21,1080.45,1221.76,12721.45,5164.8,4461.87,5107.61,9997.8,10725.3,748.07,1802.61,260.77,10318.92
31/12/2001,1148.08,1059.05,,13577.57,5217.4,4624.58,5160.1,10542.62,11397.21,693.7,1634.44,236.24,10441.68
30/11/2001,1139.45,1067.15,,12931.71,5203.6,4476.06,4989.91,10697.44,11279.25,643.89,1471.84,213.32,9404.06
31/10/2001,1059.78,971.9,,11364.71,5039.7,4341.29,4559.13,10366.34,10073.97,537.81,1361.86,187.41,8473.52
28/09/2001,1040.94,913.85,,10635.74,4903.4,4079.02,4308.15,9774.68,9950.7,479.68,1313.78,167.33,7997.87
31/08/2001,1133.58,1053.75,,12840.6,5345,4689.34,5188.17,10713.51,11090.48,545.11,1583.11,193.72,8886.72
31/07/2001,1211.23,1072.85,,13754.16,5529.1,5085.51,5861.19,11860.77,12316.69,541.55,1606.98,200.64,8456.01
29/06/2001,1224.42,1107.9,,14559.79,5642.5,5225.33,6058.38,12969.05,13042.53,595.13,1670.5,219.4,9089.89
31/05/2001,1255.82,1167.9,,14649.98,5796.1,5454.19,6123.26,13262.14,13174.41,612.16,1627.63,207.71,9270.9
30/04/2001,1249.46,1125.25,,14917.54,5966.9,5640.03,6264.51,13934.32,13386.04,577.36,1707.42,178.29,8902.39
30/03/2001,1160.33,1148.2,,14438.45,5633.7,5180.45,5829.95,12999.7,12760.64,523.22,1692.58,166.67,8093.84
28/02/2001,1239.94,1351.4,,15891.41,5917.9,5367.48,6208.24,12883.54,14787.87,578.1,1990.57,158.1,8916.34
31/01/2001,1366.01,1371.7,,17672.77,6297.5,5998.49,6795.14,13843.55,16102.35,617.91,2036.49,167.74,8942.43
29/12/2000,1320.28,1263.55,,15259.29,6222.5,5926.42,6433.61,13785.69,15095.53,504.62,1976.65,144.39,8164.34
30/11/2000,1314.95,1268.15,,13287.39,6142.2,5928.08,6372.33,14648.51,13984.39,509.23,2010.8,149.84,7711.55
31/10/2000,1429.4,1172.75,,14867.23,6438.4,6397.66,7077.44,14539.6,14895.34,514.48,2036.52,192.22,8039.58
29/09/2000,1436.51,1271.65,,15928.39,6294.2,6266.63,6798.12,15747.26,15648.98,613.22,2021.75,204.61,8161.88
